产品ID,产品类型,产品名称,产品热度,年份
ID75,景区,中国南极长城站,0.000979287057432902,2018
ID76,景区,金沙湾海滨浴场,0.00010261990122799872,2018
ID77,景区,吉兆湾,4.1047960491199496e-05,2018
ID78,景区,海滨公园游乐场,6.157194073679925e-05,2018
ID79,景区,冼太庙,0.00014576214541772882,2018
ID80,景区,玉湖风景区,8.209592098239899e-05,2018
ID81,景区,湛江红树林国家级自然保护区,-0.0004254061359997038,2018
ID82,景区,鸳鸯湖公园,6.157194073679925e-05,2018
ID83,景区,霞山天主教堂,8.209592098239899e-05,2018
ID84,景区,硇洲岛,0.00023260510945013045,2018
ID85,景区,天马山,0.0004481069020289277,2018
ID86,景区,鹤地水库风景区,0.0003617351518286955,2018
ID87,景区,浮山岭风景区,0.0005075020569821029,2018
ID88,景区,阳西咸水矿温泉,0.00031349017614075366,2018
ID89,景区,海陵岛,0.00024810843861414536,2018
ID90,景区,阳春东湖公园,0.00036259031767226223,2018
ID91,景区,南三岛,0.0010877709530167864,2018
ID92,景区,月亮湾滨海度假区,0.0003358469494734504,2018
ID93,景区,乐天温泉度假村,8.209592098239899e-05,2018
ID94,景区,雷州古城,0.0006111585228689702,2018
ID95,景区,马尾岛,4.1047960491199496e-05,2018
ID96,景区,谢鲁山庄风景名胜区,4.1047960491199496e-05,2018
ID97,景区,古郡水城,-0.00027745380702384834,2018
ID98,景区,露天矿生态公园,0.0001231438814735985,2018
ID99,景区,塘山岭生态公园,0.00150704654946261,2018
ID100,景区,遂溪孔子文化城,0.00021896025333841495,2018
ID101,景区,仙湖山庄,0.0010031095345036877,2018
ID102,景区,沙扒湾奇乐摩天轮,2.0523980245599748e-05,2018
ID103,景区,廉江植物园,2.0523980245599748e-05,2018
ID104,景区,保利银滩浴场,7.883074230696267e-05,2018
ID105,景区,月亮湾碧海蓝天度假邨,2.0523980245599748e-05,2018
ID106,景区,东海岛,0.00017972350269119776,2018
ID107,景区,霞山观海长廊,0.0001345460927211539,2018
ID108,景区,大树岛,-0.0007491252789643907,2018
ID109,景区,南国热带花园,0.00018603994996817832,2018
ID110,景区,湛江森林公园,6.59310161871921e-05,2018
ID111,景区,双山岛,0.0005058883779455938,2018
ID112,景区,特呈岛温泉度假村,0.00017600867907590083,2018
ID113,景区,中澳友谊花园,0.0003412111715830958,2018
ID114,景区,保利·南海１号展览馆,0.00036259031767226223,2018
ID115,景区,十里银滩,2.0523980245599748e-05,2018
ID116,酒店,电白郡,0.0006736105688729561,2018
ID117,特色餐饮,元晟坊蛋糕（南香公园店）,0.0008720261713531053,2019
ID118,特色餐饮,优悦西餐厅（维斯顿店）,0.001364609558847391,2019
ID119,特色餐饮,顺德火焰醉鹅坊（站北五路店）,0.0007149577360711526,2019
ID120,特色餐饮,尊宝比萨（康泰又一城店）,0.0008510696011470227,2019
ID121,酒店,52连锁酒店(化州店),0.0003840911173792242,2019
ID122,酒店,轻住悦享酒店(茂名高铁南站店),0.0010261310512523795,2019
ID123,酒店,茂名熹龙国际大酒店,0.0006085167052432883,2019
ID124,酒店,维也纳国际酒店(茂名万达广场店),0.0008557266167483743,2019
ID125,酒店,茂名文汇酒店,0.0010501138975899803,2019
ID126,景区,茂名大龙湾酒店,0.0002200439871638677,2019
ID127,酒店,茂名华燕宾馆,0.00039933908781590805,2019
ID128,酒店,维也纳3好酒店(茂名沿江大厦店),0.0008543394206118014,2019
ID129,酒店,精途酒店(茂名高铁火车站店),0.00036673997860644614,2019
ID130,酒店,茂名万达广场雅斯特国际酒店,0.0012713652591690133,2019
ID131,酒店,华海酒店(茂名高铁站店),1.2538118926716062e-06,2019
ID132,酒店,星悦酒店(茂名文化广场店),0.00046919432183618344,2019
ID133,酒店,Q加·茂名大喜假日酒店,0.0009738983876326735,2019
ID134,酒店,茂名宏悦大酒店,0.0002200439871638677,2019
ID135,酒店,唐华商务酒店(茂名高铁火车站店),0.0002200439871638677,2019
ID136,酒店,化州铭丰假日酒店,0.0002200439871638677,2019
ID137,酒店,茂名温德姆至尊酒店,0.00049170323057605,2019
ID138,酒店,如家酒店·neo(茂名高铁火车站店),0.0007294050685617095,2019
ID139,酒店,茂名途遇精品酒店,0.0008510696011470227,2019
ID140,酒店,茂名零六六八公寓,-0.00045910412136658806,2019
ID141,酒店,茂名栈泉酒店,0.0008021709373328297,2019
ID142,酒店,茂名名晟宾馆,0.0004867639716049194,2019
ID143,酒店,茂名金沙商务酒店,0.0002200439871638677,2019
ID144,酒店,茂名御景国际大酒店,0.00019761019157886166,2019
ID145,酒店,IU酒店(信宜中兴六路店),0.0005904884099986618,2019
ID146,酒店,高州简尚精品酒店,0.00037612457065159426,2019
ID147,酒店,IU酒店(茂名人民南路油城大厦店),0.00025264309637332955,2019
ID148,酒店,化州桔龙商务酒店,0.00133137725566825,2019
ID149,酒店,茂名鑫都宾馆,0.0008326687102343647,2019
ID150,景区,平云山,0.00031059706830126175,2019
ID151,景区,大仁山风景区,0.0005497965149365013,2019
ID152,景区,天龙顶国家山地公园,0.00025264309637332955,2019
ID153,景区,蓝月湾温泉,0.00030154176018752237,2019
ID154,景区,特呈岛,0.00020988322585182762,2019
ID155,景区,海陵岛红树林国家湿地公园,0.0003934435042354734,2019
ID156,景区,中华第一冼太庙,0.0005549663420555993,2019
ID157,景区,谢鞋山,0.0008347700465422916,2019
ID158,景区,湛江红嘴鸥游船,0.00018127747891477788,2019
ID159,景区,螺岗岭,0.0002200439871638677,2019
ID160,景区,旺同公园,0.0002363435417685986,2019
ID161,景区,黎村温泉,0.0002200439871638677,2019
ID162,景区,敏捷欢乐黄金海岸,0.00045367093649834446,2019
ID163,景区,长坡旧城,0.0001062939039648943,2019
ID164,景区,大通街,0.0004400879743277354,2019
ID165,景区,鼎龙湾德萨斯水世界,0.0004400879743277354,2019
ID166,景区,白水瀑布,0.0002363435417685986,2019
ID167,景区,潮州风吹岭石刻群,0.00014168074387189202,2019
ID168,景区,高州市宝光塔,0.0003655757247061082,2019
ID169,景区,文光塔,0.0003605573889287895,2019
ID170,景区,高州观山,0.00035678521706932853,2019
ID171,景区,南海1号一号银滩（十里银滩）,0.0006393870738128545,2019
ID172,景区,鼎龙湾欢乐海岸,0.0004889866381419281,2019
ID173,景区,鼎龙湾高尔夫度假村,0.0006728093928508382,2019
ID174,景区,晏镜岭,0.0018036084076081121,2019
ID175,景区,茂名森林公园,0.0006050658986377823,2019
ID176,景区,吴阳金海岸沙滩,0.0011788413168539228,2019
ID177,景区,湛江梵高星空艺术馆,0.0002200439871638677,2019
ID178,景区,田园寨,-0.00017114532334967482,2019
ID179,景区,湖光岩,0.0004540088857963692,2019
ID180,景点,狗爷,0.0001987688984873132,2019
ID181,酒店,鸡岛,0.000417209373591079,2019
ID182,民宿,高佬乡,0.0008020600560089881,2019
ID183,景区,庭院玩,0.00045181118035419907,2019
ID184,酒店,鸭粥,0.00031440982961231,2019
ID185,景点,篮球公园,0.0004977684780787897,2019
ID186,景点,饭局饭局,0.0005339673749988557,2019
ID187,景点,根子贡园,0.0005622541138334128,2019
ID188,景点,矿坑公园,0.00030873563858017873,2019
ID189,景区,浮山岭,0.00044888680848760836,2019
ID190,景点,传统文化,0.0005550563265679292,2019
ID191,景点,宴江南,0.0005642443909422458,2019
ID192,景点,龙舟赛事,0.0006525907327140115,2019
ID193,景区,乡信宜,0.0007348204146428623,2019
ID194,乡村旅游,龙眼剥壳,0.0005471630761169452,2019
ID195,景点,新安水果,0.000596657342935128,2019
ID196,民宿,储良龙眼,0.0005626635486422367,2019
ID197,景点,历史文化,0.0006665209844385192,2019
ID198,景点,同窗情,0.0006008747022276747,2019
ID199,景点,支部党员,0.0004454633593569551,2019
ID200,景点,簸箕炊,0.0005460350792584864,2019
ID201,景点,江夏黄府,0.0006000854157715838,2019
ID202,景点,端砚石,0.000542517189775451,2019
ID203,景点,粥霸,0.0004094607421056158,2019
ID204,景点,茶亭石林,0.0006438324068868721,2019
ID205,景点,稻田公园,0.0005381871455599123,2019
ID206,景点,私藏酒,0.0006436710251581124,2019
ID207,景点,双创示范街,0.000567370873718256,2019
ID208,景点,红旗菜,0.0006065946892523484,2019
ID209,景点,红旗双创,0.0006657226299792159,2019
ID210,景点,杨蛋鸡,0.0005757185353813262,2019
ID211,景点,高州平云山,0.00037837299406053834,2019
ID212,景点,三木山庄,0.0005759294588828838,2019
ID213,景点,横山庙,0.0005747686814470635,2019
ID214,景点,高佬庄,0.000591970187690001,2019
ID215,景区,体验潜水,0.0004301255921034122,2019
ID216,景点,葵园村,0.0005572761513996802,2019
ID217,景点,东湖公园,0.0005247899332993287,2019
ID218,景点,茗轩,0.0006064558420174028,2019
ID219,景区,玉龙山,0.0006205672306561878,2019
ID220,景点,窑番薯,0.0003112728375634811,2019
ID221,景区,温泉酒店,0.0006075333987794039,2019
ID222,景区,电白御水,0.0003230195126450198,2019
ID223,景点,叔鹿,0.0006522291471377942,2019
ID224,酒店,乐天温泉,0.0006832007300305392,2019
ID225,景点,南广场,0.0004427154981574597,2019
ID226,文创,市文化广电,0.0006994426520088952,2019
ID227,酒店,温德姆酒店,0.0004794938263777497,2019
ID228,酒店,雞島後,0.00040826055303835884,2019
ID229,景点,八艺轩,0.00032065852176097224,2019
ID230,特色餐饮,爵士厚牛排自助餐馆（汇丰店）,0.0005100418041157996,2020
ID231,特色餐饮,菠斯蒂蛋糕,0.0007854150989369676,2020
ID232,特色餐饮,大赞∙炙烧寿司（万达广场店）,0.00021081727903453053,2020
ID233,特色餐饮,十七门重庆老火锅（电白万达店）,0.0005706285881198583,2020
ID234,特色餐饮,源丰唐茶楼（电白万达广场店）,0.0003819345490092708,2020
ID235,特色餐饮,螺香汇·柳州螺蛳粉（官渡二路油校店）,0.0006780555748833572,2020
ID236,特色餐饮,Hello炸鸡（方兴店）,0.0009442699869778434,2020
ID237,特色餐饮,果之度（开发区店）,0.00021535098396000427,2020
ID238,特色餐饮,街头牛排（光华北路店）,0.0005327103287431685,2020
ID239,特色餐饮,贵族自助牛排餐厅（华侨城店）,0.00041738102591988053,2020
ID240,特色餐饮,法兰度航空主题餐厅（东汇城店）,0.00021601445297348825,2020
ID241,酒店,茂名君悦商务酒店人民大道店,0.00017454763963074032,2020
ID242,酒店,柏曼酒店(茂名大道东汇城店),0.0002934837948184939,2020
ID243,酒店,凯里亚德酒店(茂名电白万达广场店),0.0003315271726752697,2020
ID244,酒店,高州顺得商务酒店,0.00028789026276758467,2020
ID245,酒店,茂名安途四季酒店,0.0005523563834202214,2020
ID246,酒店,如家酒店·neo(茂名人民路步行街中心店),0.00017454763963074032,2020
ID247,酒店,高州明悦宾馆,0.00017454763963074032,2020
ID248,酒店,兰欧酒店(信宜绍秀体育馆店),0.0002527149659320123,2020
ID249,酒店,麗枫酒店(茂名高铁站店),0.0003409993776088489,2020
ID250,酒店,麗枫酒店(茂名电白万达广场店),0.00037124068408975636,2020
ID251,酒店,茂名文华酒店,0.0001097804264096864,2020
ID252,酒店,信宜天鹅湖宾馆,0.00017454763963074032,2020
ID253,酒店,高州卡尔顿酒店,0.0003004838875605674,2020
ID254,酒店,柏曼酒店(茂名油城七路店),0.00025877910482506887,2020
ID255,酒店,英利商务酒店(化州上街路店),0.0009301651272097027,2020
ID256,酒店,茂名君怡酒店,0.00028250648816858457,2020
ID257,酒店,城市便捷酒店(茂名水东万达广场区政府店),0.00030789190214467485,2020
ID258,酒店,高州沿江商务宾馆,0.00017454763963074032,2020
ID259,酒店,茂名恒运商务酒店,0.0004579041974728512,2020
ID260,酒店,尚客优连锁酒店(信宜银湖路店),0.0003409993776088489,2020
ID261,酒店,凯里亚德酒店(茂名高铁站店),0.0003866242811445691,2020
ID262,酒店,茂名蓝海洋酒店,0.0002600403610825315,2020
ID263,酒店,茂名碧海湾酒店,7.45394427452894e-05,2020
ID264,酒店,信宜丽晶酒店,0.00017454763963074032,2020
ID265,酒店,茂名东诚智能公寓,0.0001926824593326354,2020
ID266,酒店,茂名市便捷酒店(高铁火车站店),0.0002458118139280312,2020
ID267,酒店,茂名红天旅馆,0.00020437464571938354,2020
ID268,酒店,城市便捷酒店(茂名滨海新区电城店),0.00041518274721357915,2020
ID269,酒店,茂名龙栖湾旅馆,0.00017454763963074032,2020
ID270,酒店,茂名泊愉青年公寓,0.00031622591855179577,2020
ID271,景区,闸坡大角湾,0.00023720576667767273,2020
ID272,景区,三官山,0.0003806251362431846,2020
ID273,景区,茂德公古城,0.0002547902046833735,2020
ID274,景区,信宜莲花湖庄园,0.00020174986918358297,2020
ID275,景区,螺岗小镇,0.00021988468888547804,2020
ID276,景区,阳光玫瑰生态园,0.00017454763963074032,2020
ID277,景区,马踏镇,0.0002689998255781106,2020
ID278,景区,青州岛,0.000127561970403103,2020
ID279,景区,广东海上丝绸之路博物馆,0.00022961556774990958,2020
ID280,景区,粤龙山风景区,0.00017454763963074032,2020
ID281,景点,冼夫人,0.00023700659470092812,2020
ID282,景点,油页岩露天矿,0.00033047757974503803,2020
ID283,景点,中坳风力,0.00020731676536758306,2020
ID284,景点,平云山冼,0.00017718965881807934,2020
ID285,景区,路人,0.0002500080991811863,2020
ID286,酒店,信宜酒店,0.0002968598228719393,2020
ID287,景点,镇隆古城,0.00022720836607278185,2020
ID288,景点,山顶风,0.00025550665615705774,2020
ID289,景区,高州水库,0.00024911515485234845,2020
ID290,景区,粤西地区,0.00029864540218932904,2020
ID291,景区,红树林栈道,0.00022606701378385138,2020
ID292,景区,海鲜大,0.0002363708886144736,2020
ID293,景区,博贺港码头,0.00024378565009918526,2020
ID294,景区,全国水果,0.0002173560084922626,2020
ID295,景区,大雾岭,0.0002130719659205443,2020
ID296,酒店,酒店房间,0.0003696253570122371,2020
ID297,景区,赤嘴鱼胶,0.00025400027895643824,2020
ID298,景区,鼎龙湾,0.00022947137771467372,2020
ID299,乡村旅游,田园综合体,0.0002564425985446452,2020
ID300,景区,大泳池,0.00023303785421363042,2020
ID301,景区,高州市,0.0002628514772360727,2020
ID302,景区,虎头山海滨旅游区,0.00024181543766345584,2020
ID303,酒店,精品酒店,0.00027574641028863705,2020
ID304,景点,水东镇,0.00023748756470449176,2020
ID305,景区,滩景区,0.0002674603364495341,2020
ID306,景点,新湖公园,0.00024012584127295597,2020
ID307,景点,陈氏宗祠,0.0002426821165773405,2020
ID308,景点,佛山祖庙,0.00027608638376229184,2020
ID309,民宿,桥头村,0.00021564348105197032,2020
ID310,景点,寺院义工,0.00022105272355139207,2020
ID311,景区,大仁山道教,0.0002205417475703293,2020
ID312,景区,青山绿水山溪,0.0002124548714490829,2020
ID313,特色餐饮,友情有意音乐餐厅,0.0002631717071212354,2021
ID314,特色餐饮,椒王火锅（电白店）,0.00028957288157024214,2021
ID315,特色餐饮,港堡汉堡（双山四路店）,0.00010809390852788389,2021
ID316,特色餐饮,LINLEE·手打柠檬茶（文创店）,0.0001351378115684958,2021
ID317,酒店,御品豆花（宾南路店）,0.00011298767450158354,2021
ID318,特色餐饮,满酱（东湖店）,0.00011946181908063693,2021
ID319,特色餐饮,相聚时光（化州店）,0.0002591533864318574,2021
ID320,特色餐饮,二月时光烘焙坊（华夏世纪花园店）,0.00019913766346240877,2021
ID321,特色餐饮,付记·招牌酸菜鱼,0.0002763216920947115,2021
ID322,特色餐饮,麦当劳（明湖店）,0.00018180834856410322,2021
ID323,特色餐饮,江渔儿酸菜鱼（高州店）,0.0001572399625185564,2021
ID324,特色餐饮,汉宫传承隆江猪脚饭（上排垌店）,0.00016849309087456842,2021
ID325,特色餐饮,油校西餐厅（光遇·油校光华校区店）,0.00019147700669103277,2021
ID326,特色餐饮,冲天香鸭粥店（光华北店）,0.000103927023165131,2021
ID327,特色餐饮,肯德基（茂名官渡店）,0.00011710173423854087,2021
ID328,特色餐饮,云南过桥米线（汇景店）,0.00015531380320959922,2021
ID329,特色餐饮,遇见桃园烤鱼（新福路店）,0.00017746029427253502,2021
ID330,特色餐饮,草原郎烤羊,0.00029004790270142694,2021
ID331,特色餐饮,真功夫（传湾新天地店）,0.00012395608558105246,2021
ID332,特色餐饮,棒子炸鸡•脆鸡饭（传湾新天地店）,8.92203689436502e-05,2021
ID333,特色餐饮,贤合庄卤味火锅（电白万达店）,0.00019170736554959455,2021
ID334,特色餐饮,至尊比萨（电城旗舰店）,9.951502689868677e-05,2021
ID335,特色餐饮,麦壳西点（开发区店）,0.00023267804423602394,2021
ID336,特色餐饮,入火韩国烤肉（华侨城店）,0.0001696167453544119,2021
ID337,特色餐饮,椒王火锅（高州店）,0.0002692607779918836,2021
ID338,特色餐饮,茶自点（文光店）,0.0001542861724689895,2021
ID339,特色餐饮,黑色经典长沙臭豆腐（为民路店）,8.916589985394101e-05,2021
ID340,特色餐饮,天台月光帐篷餐厅,0.0001429592784232233,2021
ID341,特色餐饮,悦创小鹅鹅桂林米粉（双山一路店）,0.0001162114049266032,2021
ID342,特色餐饮,喜姐炸串（新天地店）,9.357438198556529e-05,2021
ID343,特色餐饮,围炉海鲜烤肉自助（金港湾店）,0.00021079537717455816,2021
ID344,特色餐饮,煲珠霸（中山路店）,9.314214340271174e-05,2021
ID345,特色餐饮,果·町·果汁·果茶（金港湾店）,0.00011985923190506853,2021
ID346,特色餐饮,川味龙虾馆（官山路店）,0.00010023150492486147,2021
ID347,特色餐饮,帕拉图西餐酒廊（华侨城店）,0.000129463122767884,2021
ID348,特色餐饮,三两粉（茂名东汇城店）,0.00014706654221480802,2021
ID349,特色餐饮,塔斯汀中国汉堡（民主店）,0.00012988297780865674,2021
ID350,特色餐饮,泰哥茶档,0.0001327684061661461,2021
ID351,特色餐饮,周黑鸭（东汇城店）,8.137682002552711e-05,2021
ID352,特色餐饮,小和寿司（光明路店）,0.0001006588777825797,2021
ID353,酒店,茂名化州丽登酒店,0.00013579144064500607,2021
ID354,酒店,茂名星城湾国际酒店,9.231025185078959e-05,2021
ID355,酒店,化州桐趣电影游戏主题酒店,9.58277063475039e-05,2021
ID356,酒店,柏高酒店(茂名高铁站店),0.00010219239215439224,2021
ID357,酒店,化州森思思酒店,7.45137147221694e-05,2021
ID358,酒店,茂名茂南高山九树公寓,8.77629527595395e-05,2021
ID359,酒店,麗枫酒店(茂名水东店),6.595711590239874e-05,2021
ID360,酒店,哈曼酒店(化州火车站店),9.902480509130405e-05,2021
ID361,景区,冼太夫人故里文化旅游区,0.00011247088895094366,2021
ID362,景区,雅米乐园,4.8259613482340706e-05,2021
ID363,景区,庐山村,9.412258701747713e-05,2021
ID364,景区,街骑楼,8.88777407987053e-05,2021
ID365,景区,水东红树林,9.093940208681193e-05,2021
ID366,景点,白龙温泉,8.77629527595395e-05,2021
ID367,景点,窦州温泉,8.069947885318129e-05,2021
ID368,景点,鳌头古,8.652202988860426e-05,2021
ID369,景区,龙头山海湾,9.994711521921905e-05,2021
ID370,酒店,大桥美景,9.00441576557809e-05,2021
ID371,景点,博贺渔港,8.836890455056002e-05,2021
ID372,景区,游玩项目,8.408835939761262e-05,2021
ID373,乡村旅游,历史文物陈列,9.388674147440641e-05,2021
ID374,景点,荷花温泉轨迹,8.924715702055634e-05,2021
ID375,景点,古丁马丽村,9.015909155353196e-05,2021
ID376,景点,露天矿好心,8.173803609412486e-05,2021
ID377,景区,窦州古城,8.60755498019499e-05,2021
ID378,景区,信宜莲花湖,9.364086616629183e-05,2021
ID379,景区,环湖公园,8.379236091868724e-05,2021
ID380,景区,仙人洞景区,7.752384862715085e-05,2021
ID381,景点,中国荔枝,0.00011600584261976414,2021
ID382,景区,高州仙人洞,9.00551669489758e-05,2021
ID383,景点,亲子乐园,8.696587293108808e-05,2021
ID384,酒店,高州大酒店,7.889069514522915e-05,2021
ID385,景点,铁路公交化列车,0.00010332827897290787,2021
ID386,景点,儋州饼,8.188811153809816e-05,2021
ID387,景点,黑马小筑,6.627469274935102e-05,2021
ID388,景点,草原文化,8.595222356109892e-05,2021
ID389,酒店,崖门渡口,8.202989234813914e-05,2021
ID390,景区,角灯塔,0.00010353102226223133,2021
ID391,景区,主题酒店,0.00010697509141754416,2021
ID392,景区,大草原,8.659664659427803e-05,2021
ID393,景区,信宜大田,8.986623352789088e-05,2021
ID394,酒店,御水古温泉,8.487910119667909e-05,2021
ID395,酒店,古温泉,8.723335488567546e-05,2021
ID396,酒店,深圳文和友,8.830556756520102e-05,2021
ID397,民宿,创业业,8.627903809935404e-05,2021
