语料ID,文本,产品名称,年份,产品ID,情感得分,出现频次,产品热度总分,产品热度,产品类型判断文本,产品类型
餐饮评论-1943,好吃 强烈推荐 水果 全是 新鲜 蛋糕 吃水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2019,ID943,0.10714285714285714,125,375.2142857142857,0.0012621043689701038,餐饮评论-1943 好吃 强烈推荐 水果 全是 新鲜 蛋糕 吃水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1622,不错 图案 小朋友 喜欢 蛋糕 选约 磅 圆,清香面包店（车田街店）,2018,ID622,0.1,125,375.2,0.001262056316262357,餐饮评论-1622 不错 图案 小朋友 喜欢 蛋糕 选约 磅 圆,特色餐饮
餐饮评论-1715,男朋友 喜欢 蛋糕 选,清香面包店（车田街店）,2019,ID715,0.1,125,375.2,0.001262056316262357,餐饮评论-1715 男朋友 喜欢 蛋糕 选,特色餐饮
餐饮评论-1587,好吃 老板 人 友好 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2018,ID587,0.09523809523809523,125,375.1904761904762,0.001262024281123859,餐饮评论-1587 好吃 老板 人 友好 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1258,玫瑰 蛋糕 美美 滴 好吃 不错 老板 好说话 好 送货上门 够买 试试 玫瑰花 蛋糕 玫瑰花 蛋糕 约 磅 心形,清香面包店（车田街店）,2018,ID258,0.09302325581395349,125,375.1860465116279,0.0012620093810594415,餐饮评论-1258 玫瑰 蛋糕 美美 滴 好吃 不错 老板 好说话 好 送货上门 够买 试试 玫瑰花 蛋糕 玫瑰花 蛋糕 约 磅 心形,特色餐饮
餐饮评论-1609,听说 味道 不错 真的 生气 配送费 付费 迟到 图一 秀图 秀 挺 玩 找茬 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2018,ID609,0.09259259259259259,125,375.18518518518516,0.0012620064838246934,餐饮评论-1609 听说 味道 不错 真的 生气 配送费 付费 迟到 图一 秀图 秀 挺 玩 找茬 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-2078,好吃 家人 喜欢 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2019,ID1078,0.09090909090909091,125,375.1818181818182,0.0012619951582706792,餐饮评论-2078 好吃 家人 喜欢 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-2075,味道 不错 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2019,ID1075,0.09090909090909091,125,375.1818181818182,0.0012619951582706792,餐饮评论-2075 味道 不错 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1273,太 喜欢 蛋糕 很棒 水果 忌廉 蛋糕 层个 约 磅 圆,清香面包店（车田街店）,2018,ID273,0.09090909090909091,125,375.1818181818182,0.0012619951582706792,餐饮评论-1273 太 喜欢 蛋糕 很棒 水果 忌廉 蛋糕 层个 约 磅 圆,特色餐饮
餐饮评论-1592,蛋糕 好吃 好看 店家 好 感谢 感谢 新鲜 水果 蛋糕 约 磅 圆形,清香面包店（车田街店）,2018,ID592,0.08333333333333333,125,375.1666666666667,0.0012619441932776145,餐饮评论-1592 蛋糕 好吃 好看 店家 好 感谢 感谢 新鲜 水果 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1077,店主 送货上门 蛋糕 好吃 分量 足 一天 吃 完 放到 第二天 好吃 四个 人 一次 吃不完 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2018,ID77,0.08163265306122448,125,375.16326530612247,0.0012619327521567224,餐饮评论-1077 店主 送货上门 蛋糕 好吃 分量 足 一天 吃 完 放到 第二天 好吃 四个 人 一次 吃不完 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1114,榴莲 千层 味道 好 榴莲 良心 卖 水果 忌廉 夹心 栗子 蓉 蛋糕 榴莲 千层 蛋糕 榴莲 千层 蛋糕 约 磅 圆,清香面包店（车田街店）,2018,ID114,0.08,125,375.16,0.001261921768680666,餐饮评论-1114 榴莲 千层 味道 好 榴莲 良心 卖 水果 忌廉 夹心 栗子 蓉 蛋糕 榴莲 千层 蛋糕 榴莲 千层 蛋糕 约 磅 圆,特色餐饮
餐饮评论-2056,知道 回 反正 好吃 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2019,ID1056,0.07407407407407407,125,375.14814814814815,0.0012618819027305351,餐饮评论-2056 知道 回 反正 好吃 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-2040,第二次 孩子 喜欢 超级 好吃 水果 忌廉 蛋糕 层个 约 磅 圆,清香面包店（车田街店）,2019,ID1040,0.07407407407407407,125,375.14814814814815,0.0012618819027305351,餐饮评论-2040 第二次 孩子 喜欢 超级 好吃 水果 忌廉 蛋糕 层个 约 磅 圆,特色餐饮
餐饮评论-1430,蛋糕 好吃 水果 新鲜 很漂亮 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2018,ID430,0.07407407407407407,125,375.14814814814815,0.0012618819027305351,餐饮评论-1430 蛋糕 好吃 水果 新鲜 很漂亮 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1940,第一次 真心 里面 夹心 新鲜 水果 味道 真的 好吃 下次 会来 家 水果 忌廉 夹心 水果 忌廉 蛋糕 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2019,ID940,0.07272727272727272,125,375.1454545454545,0.0012618728422873237,餐饮评论-1940 第一次 真心 里面 夹心 新鲜 水果 味道 真的 好吃 下次 会来 家 水果 忌廉 夹心 水果 忌廉 蛋糕 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1438,宝宝 喜欢 吃 玩具 玩越 开心 蛋糕 选约 磅 圆,清香面包店（车田街店）,2018,ID438,0.07142857142857142,125,375.14285714285717,0.0012618641054313697,餐饮评论-1438 宝宝 喜欢 吃 玩具 玩越 开心 蛋糕 选约 磅 圆,特色餐饮
餐饮评论-1744,建议 订 之前 店家 说明 哪款 没说 清楚 安排 绿色 蛋糕 很棒 蛋糕 选约 磅 圆,清香面包店（车田街店）,2019,ID744,0.06976744186046512,125,375.13953488372096,0.0012618529303830566,餐饮评论-1744 建议 订 之前 店家 说明 哪款 没说 清楚 安排 绿色 蛋糕 很棒 蛋糕 选约 磅 圆,特色餐饮
餐饮评论-1615,不错 小孩 喜欢 以前 订过 这种 卡通 蛋糕 第一次 订 蛋糕 选约 磅 圆,清香面包店（车田街店）,2018,ID615,0.06896551724137931,125,375.13793103448273,0.0012618475355321466,餐饮评论-1615 不错 小孩 喜欢 以前 订过 这种 卡通 蛋糕 第一次 订 蛋糕 选约 磅 圆,特色餐饮
餐饮评论-2135,口感 不错 玫瑰花 蛋糕 约 磅 心形,清香面包店（车田街店）,2019,ID1135,0.06666666666666667,125,375.1333333333333,0.0012618320702928718,餐饮评论-2135 口感 不错 玫瑰花 蛋糕 约 磅 心形,特色餐饮
餐饮评论-1461,好 蛋糕 选约 磅 圆,清香面包店（车田街店）,2018,ID461,0.06666666666666667,125,375.1333333333333,0.0012618320702928718,餐饮评论-1461 好 蛋糕 选约 磅 圆,特色餐饮
餐饮评论-1324,蛋糕 母亲节 好吃 麻将 蛋糕 自摸 十三幺 次,清香面包店（车田街店）,2018,ID324,0.06666666666666667,125,375.1333333333333,0.0012618320702928718,餐饮评论-1324 蛋糕 母亲节 好吃 麻将 蛋糕 自摸 十三幺 次,特色餐饮
餐饮评论-1024,好好看 好吃 送货上门 真心 感谢 帅哥 老板 水果 忌廉 蛋糕 层个 约 磅 圆,清香面包店（车田街店）,2018,ID24,0.06451612903225806,125,375.1290322580645,0.0012618176028109695,餐饮评论-1024 好好看 好吃 送货上门 真心 感谢 帅哥 老板 水果 忌廉 蛋糕 层个 约 磅 圆,特色餐饮
餐饮评论-1295,话 不多 说 找 店家 求婚 蛋糕 水果 忌廉 蛋糕 层个 约 磅 圆,清香面包店（车田街店）,2018,ID295,0.06451612903225806,125,375.1290322580645,0.0012618176028109695,餐饮评论-1295 话 不多 说 找 店家 求婚 蛋糕 水果 忌廉 蛋糕 层个 约 磅 圆,特色餐饮
餐饮评论-1529,吃 肯定 玫瑰 吃 奶油 蛋糕 颜值 真的 高 好看 真是 喜欢 长 真的 很漂亮 写 字 这款 蛋糕 表白 暧昧 气氛 秒杀 生日 开心 玫瑰花 蛋糕 约 磅 心形,清香面包店（车田街店）,2018,ID529,0.0641025641025641,125,375.12820512820514,0.0012618148206029114,餐饮评论-1529 吃 肯定 玫瑰 吃 奶油 蛋糕 颜值 真的 高 好看 真是 喜欢 长 真的 很漂亮 写 字 这款 蛋糕 表白 暧昧 气氛 秒杀 生日 开心 玫瑰花 蛋糕 约 磅 心形,特色餐饮
餐饮评论-2167,蛋糕 好吃 夹心 棒 足料 送给 小姑子 喜欢 家人 喜欢 吃 以后 蛋糕 只 认准 蛋糕 小王子 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2019,ID1167,0.06382978723404255,125,375.1276595744681,0.0012618129855295115,餐饮评论-2167 蛋糕 好吃 夹心 棒 足料 送给 小姑子 喜欢 家人 喜欢 吃 以后 蛋糕 只 认准 蛋糕 小王子 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1476,蛋糕 超级 好吃 下次 还要 再订 大点 嘻嘻 很漂亮 蛋糕 送 到家 楼下 开心 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2018,ID476,0.06382978723404255,125,375.1276595744681,0.0012618129855295115,餐饮评论-1476 蛋糕 超级 好吃 下次 还要 再订 大点 嘻嘻 很漂亮 蛋糕 送 到家 楼下 开心 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1515,第三次 这家 店里 订 蛋糕 一次 蛋糕 有点 有点 咸咸的 吃 腻味 道 不错 再过 两个 月 订 蛋糕 惊喜 每次 喜欢 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2018,ID515,0.0625,125,375.125,0.001261804039546686,餐饮评论-1515 第三次 这家 店里 订 蛋糕 一次 蛋糕 有点 有点 咸咸的 吃 腻味 道 不错 再过 两个 月 订 蛋糕 惊喜 每次 喜欢 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1305,口感 好 蛋糕 水果 新鲜 小哥 帅 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2018,ID305,0.06060606060606061,125,375.1212121212121,0.00126179129829842,餐饮评论-1305 口感 好 蛋糕 水果 新鲜 小哥 帅 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1727,第二次 买 蛋糕 好吃 水果 新鲜 谢谢你们 做 蛋糕 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2019,ID727,0.05555555555555555,125,375.1111111111111,0.0012617573216363767,餐饮评论-1727 第二次 买 蛋糕 好吃 水果 新鲜 谢谢你们 做 蛋糕 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1335,说真的 这家 店 蛋糕 真的 不错 新鲜 吊打 江滨 蛋糕 老板 小 哥哥 做 送 说真的 蛋糕 外面 买 肯定 反正 味道 不错 材料 下次 还会 光顾 水果 忌廉 夹心 榴莲 千层 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2018,ID335,0.054945054945054944,125,375.1098901098901,0.0012617532145673385,餐饮评论-1335 说真的 这家 店 蛋糕 真的 不错 新鲜 吊打 江滨 蛋糕 老板 小 哥哥 做 送 说真的 蛋糕 外面 买 肯定 反正 味道 不错 材料 下次 还会 光顾 水果 忌廉 夹心 榴莲 千层 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1688,蛋糕 好吃 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2018,ID688,0.05263157894736842,125,375.10526315789474,0.001261737650937299,餐饮评论-1688 蛋糕 好吃 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1895,好吃 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2019,ID895,0.05263157894736842,125,375.10526315789474,0.001261737650937299,餐饮评论-1895 好吃 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1723,感觉 好好 吃水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2019,ID723,0.047619047619047616,125,375.0952380952381,0.0012617039297388802,餐饮评论-1723 感觉 好好 吃水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-2041,大大小小 蛋糕店 味道 深得民心 却 少之又少 不太会 夸人 对待 细心 聆听 努力完成 店家 终究会 获得成功 早就 发现 你家 宝藏 开心 祝 你家 蛋糕 分店 爱心 栗子 蛋糕 约 英寸 圆形,清香面包店（车田街店）,2019,ID1041,0.04395604395604396,125,375.0879120879121,0.0012616792873246512,餐饮评论-2041 大大小小 蛋糕店 味道 深得民心 却 少之又少 不太会 夸人 对待 细心 聆听 努力完成 店家 终究会 获得成功 早就 发现 你家 宝藏 开心 祝 你家 蛋糕 分店 爱心 栗子 蛋糕 约 英寸 圆形,特色餐饮
餐饮评论-1794,比较 好吃 不错 动物 奶油 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2019,ID794,0.043478260869565216,125,375.0869565217391,0.0012616760730967081,餐饮评论-1794 比较 好吃 不错 动物 奶油 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1496,之前 订 一次 这家 店订 这次 再次 订 以后 家里 有人 生日 这家 店 奶油 好吃 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2018,ID496,0.0425531914893617,125,375.0851063829787,0.001261669849804308,餐饮评论-1496 之前 订 一次 这家 店订 这次 再次 订 以后 家里 有人 生日 这家 店 奶油 好吃 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1361,还行 送过来 有点 慢 新鲜 水果 蛋糕 约 磅 圆形,清香面包店（车田街店）,2018,ID361,0.041666666666666664,125,375.0833333333333,0.0012616638858157579,餐饮评论-1361 还行 送过来 有点 慢 新鲜 水果 蛋糕 约 磅 圆形,特色餐饮
餐饮评论-1714,挺好吃 過幾天 打算 再訂 一個 吃 动物 奶油 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2019,ID714,0.041666666666666664,125,375.0833333333333,0.0012616638858157579,餐饮评论-1714 挺好吃 過幾天 打算 再訂 一個 吃 动物 奶油 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1472,第次 回头客 味道 依旧 好用 新鲜 水果 料 依旧 真的 做 东西 真的 好吃 老板 老人 说 好吃 蛋糕店 味道好 真的 好 下次 还会 光顾 老板 点个 赞 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2018,ID472,0.04040404040404041,125,375.0808080808081,0.0012616553916502472,餐饮评论-1472 第次 回头客 味道 依旧 好用 新鲜 水果 料 依旧 真的 做 东西 真的 好吃 老板 老人 说 好吃 蛋糕店 味道好 真的 好 下次 还会 光顾 老板 点个 赞 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1928,味道 不错 老板 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2019,ID928,0.04,125,375.08,0.0012616526735172837,餐饮评论-1928 味道 不错 老板 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1008,蛋糕 很漂亮 好吃 奶油 很厚 不腻 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2018,ID8,0.04,125,375.08,0.0012616526735172837,餐饮评论-1008 蛋糕 很漂亮 好吃 奶油 很厚 不腻 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-2134,好吃 买 几回 蛋糕 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2019,ID1134,0.038461538461538464,125,375.0769230769231,0.0012616423237033075,餐饮评论-2134 好吃 买 几回 蛋糕 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1992,味道 不错 水果 新鲜 份量 足 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2019,ID992,0.038461538461538464,125,375.0769230769231,0.0012616423237033075,餐饮评论-1992 味道 不错 水果 新鲜 份量 足 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1207,微信 加元 换 新鲜 芒果 共花元 送货上门 官山 一路 好 歧视 美团 提前 小时 订 蛋糕 新鲜 囗 感 不太甜 芭比娃娃 塑料 公仔 外加 枚 草莓 可爱 芒果 少 刀叉 不靓 甚好 芭比娃娃 卡通 蛋糕 水果 夹心 约 磅 圆,清香面包店（车田街店）,2018,ID207,0.0375,125,375.075,0.0012616358550695723,餐饮评论-1207 微信 加元 换 新鲜 芒果 共花元 送货上门 官山 一路 好 歧视 美团 提前 小时 订 蛋糕 新鲜 囗 感 不太甜 芭比娃娃 塑料 公仔 外加 枚 草莓 可爱 芒果 少 刀叉 不靓 甚好 芭比娃娃 卡通 蛋糕 水果 夹心 约 磅 圆,特色餐饮
餐饮评论-1263,蛋糕 好吃 奶油 吃 有点 腻 芭比娃娃 卡通 蛋糕 水果 夹心 约 磅 圆,清香面包店（车田街店）,2018,ID263,0.037037037037037035,125,375.0740740740741,0.0012616327405422184,餐饮评论-1263 蛋糕 好吃 奶油 吃 有点 腻 芭比娃娃 卡通 蛋糕 水果 夹心 约 磅 圆,特色餐饮
餐饮评论-1703,不错 舍友 说 超级 喜欢 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2018,ID703,0.037037037037037035,125,375.0740740740741,0.0012616327405422184,餐饮评论-1703 不错 舍友 说 超级 喜欢 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1586,老板 好 蛋糕 好吃 不贵 赞 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2018,ID586,0.037037037037037035,125,375.0740740740741,0.0012616327405422184,餐饮评论-1586 老板 好 蛋糕 好吃 不贵 赞 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1524,味道 不错 家人 喜欢 太远 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2018,ID524,0.037037037037037035,125,375.0740740740741,0.0012616327405422184,餐饮评论-1524 味道 不错 家人 喜欢 太远 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-2150,很值 好吃 买 次 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2019,ID1150,0.03571428571428571,125,375.07142857142856,0.0012616238418926356,餐饮评论-2150 很值 好吃 买 次 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1440,水果 新鲜 好 分量 够 吃水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2018,ID440,0.03571428571428571,125,375.07142857142856,0.0012616238418926356,餐饮评论-1440 水果 新鲜 好 分量 够 吃水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1286,老板 热心 超高 一次 下次 再来 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2018,ID286,0.034482758620689655,125,375.0689655172414,0.001261615556943024,餐饮评论-1286 老板 热心 超高 一次 下次 再来 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1655,感觉 不错 咯 过来 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2018,ID655,0.03333333333333333,125,375.06666666666666,0.0012616078243233866,餐饮评论-1655 感觉 不错 咯 过来 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1467,第一次 蛋糕 真心 好 老板 送货上门 祝 老板 生意兴隆 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,清香面包店（车田街店）,2018,ID467,0.03225806451612903,125,375.06451612903226,0.0012616005905824355,餐饮评论-1467 第一次 蛋糕 真心 好 老板 送货上门 祝 老板 生意兴隆 水果 忌廉 夹心 蛋糕 二层 约 磅 圆,特色餐饮
餐饮评论-1245,奶油 超棒 好吃 蛋糕 分量 很足 师傅 蛮帅 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2018,ID245,0.03225806451612903,125,375.06451612903226,0.0012616005905824355,餐饮评论-1245 奶油 超棒 好吃 蛋糕 分量 很足 师傅 蛮帅 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
餐饮评论-1858,蛋糕 好看 栗子 绒 香 水果 新鲜 总体 来说 不错 栗子 蛋糕 约 英寸 圆形,清香面包店（车田街店）,2019,ID858,0.03125,125,375.0625,0.0012615938089502938,餐饮评论-1858 蛋糕 好看 栗子 绒 香 水果 新鲜 总体 来说 不错 栗子 蛋糕 约 英寸 圆形,特色餐饮
餐饮评论-1514,好吃 几个 人 吃 不够 早 知道 买 大点 水果 忌廉 蛋糕 层个 约 磅 圆,清香面包店（车田街店）,2018,ID514,0.03125,125,375.0625,0.0012615938089502938,餐饮评论-1514 好吃 几个 人 吃 不够 早 知道 买 大点 水果 忌廉 蛋糕 层个 约 磅 圆,特色餐饮
餐饮评论-1512,好吃 买 两个 蛋糕 店 抢 吃 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,清香面包店（车田街店）,2018,ID512,0.03125,125,375.0625,0.0012615938089502938,餐饮评论-1512 好吃 买 两个 蛋糕 店 抢 吃 水果 忌廉 夹心 蛋糕 一层 约 磅 圆,特色餐饮
