产品1ID,产品2ID,关联度,关联类型
ID548,ID28,0.5647262919867726,景区-景区
ID765,ID28,0.5515785385069687,乡村旅游-景区
ID447,ID29,0.6243614325368569,特色餐饮-景区
ID455,ID29,0.5799385746690866,景区-景区
ID548,ID29,0.5125829803903786,景区-景区
ID777,ID29,0.4889530825822229,特色餐饮-景区
ID344,ID30,0.7042824674784525,景点-酒店
ID420,ID30,0.6880052354012465,特色餐饮-酒店
ID447,ID30,0.6655451115940546,特色餐饮-酒店
ID542,ID30,0.6498398808026171,酒店-酒店
ID548,ID30,0.6656049652982557,景区-酒店
ID720,ID30,0.6363341308766174,景区-酒店
ID809,ID30,0.6034418965396481,乡村旅游-酒店
ID426,ID31,0.5844152000531212,景点-景区
ID447,ID31,0.5923520345166036,特色餐饮-景区
ID517,ID31,0.4988931472781782,景区-景区
ID548,ID31,0.5504500980794879,景区-景区
ID208,ID32,0.4842314507620089,景区-酒店
ID316,ID32,0.5394935504585423,景点-酒店
ID447,ID32,0.5860101901344369,特色餐饮-酒店
ID548,ID32,0.4749779279609016,景区-酒店
ID604,ID32,0.5753489816004056,酒店-酒店
ID879,ID32,0.49387839360034463,景区-酒店
ID117,ID33,0.6798097274081646,酒店-乡村旅游
ID344,ID33,0.769268749719143,景点-乡村旅游
ID447,ID33,0.6173653232686623,特色餐饮-乡村旅游
ID524,ID33,0.5710672121063921,景点-乡村旅游
ID548,ID33,0.5567345109448385,景区-乡村旅游
ID719,ID33,0.5279257792964906,景点-乡村旅游
ID746,ID33,0.4801237149872395,景点-乡村旅游
ID11,ID34,0.8512266125468473,酒店-景点
ID208,ID34,0.5485068029899456,景区-景点
ID282,ID34,0.661972051400555,民宿-景点
ID447,ID34,0.6277813999154117,特色餐饮-景点
ID548,ID34,0.5423782307825418,景区-景点
ID848,ID34,0.5172478931309052,景点-景点
ID239,ID35,0.6757146397736358,景区-酒店
ID447,ID35,0.6452031724958524,特色餐饮-酒店
ID548,ID35,0.5757641283410022,景区-酒店
ID55,ID36,0.8965419918798634,景点-景区
ID447,ID36,0.6217531211499026,特色餐饮-景区
ID548,ID36,0.5310027517844786,景区-景区
ID447,ID37,0.5956508361833006,特色餐饮-景点
ID548,ID37,0.5013105034917359,景区-景点
ID580,ID37,0.5184281228118354,景点-景点
ID100,ID38,0.6492698121124879,景区-特色餐饮
ID848,ID38,0.4501836592518189,景点-特色餐饮
ID877,ID38,0.5561836427141045,景区-特色餐饮
ID414,ID39,0.7804426061670369,特色餐饮-景区
ID440,ID39,0.5641122654909158,乡村旅游-景区
ID447,ID39,0.610898371599472,特色餐饮-景区
ID548,ID39,0.5556322030110058,景区-景区
ID619,ID39,0.5122552728714884,景区-景区
ID886,ID39,0.5445496375589202,景区-景区
ID408,ID40,0.6825857827904489,特色餐饮-特色餐饮
ID447,ID40,0.6442203910562612,特色餐饮-特色餐饮
ID548,ID40,0.5700163585877491,景区-特色餐饮
ID84,ID41,0.9212541367929765,景区-酒店
ID447,ID41,0.5533649729283543,特色餐饮-酒店
ID548,ID41,0.5011943149936415,景区-酒店
ID447,ID42,0.6524368293940255,特色餐饮-特色餐饮
ID487,ID42,0.5651645032059369,乡村旅游-特色餐饮
ID548,ID42,0.5509324665763444,景区-特色餐饮
ID697,ID42,0.4885825335779794,景点-特色餐饮
ID742,ID42,0.5696859022185052,景点-特色餐饮
ID328,ID43,0.5406615862328947,景点-乡村旅游
ID447,ID43,0.6041079948120707,特色餐饮-乡村旅游
ID548,ID43,0.5435297077145781,景区-乡村旅游
ID447,ID44,0.6142690455567755,特色餐饮-景区
ID548,ID44,0.5798091866213086,景区-景区
ID715,ID44,0.5460176307396674,景点-景区
ID777,ID44,0.5439746590801489,特色餐饮-景区
ID447,ID45,0.5484739231234438,特色餐饮-景区
ID548,ID45,0.4960111257451566,景区-景区
ID659,ID45,0.4787745159142157,特色餐饮-景区
ID36,ID46,0.8221432657081944,景区-景区
ID344,ID46,0.7690713054157334,景点-景区
ID447,ID46,0.5736046862955665,特色餐饮-景区
ID476,ID46,0.525980441070125,酒店-景区
ID548,ID46,0.5412470965650127,景区-景区
ID588,ID46,0.5079361576831181,景点-景区
ID697,ID46,0.4893684253970843,景点-景区
ID719,ID46,0.5200978287679358,景点-景区
ID886,ID46,0.5365445297867858,景区-景区
ID82,ID47,0.8402334553233487,景区-景区
ID886,ID47,0.5381540008469266,景区-景区
ID908,ID47,0.555176277168702,特色餐饮-景区
ID663,ID48,0.5522047798735092,景区-景区
ID698,ID48,0.5803621369399639,景区-景区
ID298,ID49,0.5961515169962526,景点-景区
ID401,ID49,0.7176644446014907,酒店-景区
ID415,ID49,0.6912197325731472,特色餐饮-景区
ID447,ID49,0.7005895051366351,特色餐饮-景区
ID542,ID49,0.5908493933903269,酒店-景区
ID548,ID49,0.5462181143422551,景区-景区
ID100,ID50,0.7053759493729495,景区-景区
ID482,ID50,0.5210011853869856,景区-景区
ID848,ID50,0.47979928065805344,景点-景区
ID447,ID51,0.5976691895779443,特色餐饮-景区
ID548,ID51,0.5764204880672128,景区-景区
ID697,ID51,0.5221312152297124,景点-景区
ID751,ID51,0.5748434468358099,景区-景区
ID777,ID51,0.541238048091818,特色餐饮-景区
ID809,ID51,0.5739031378376231,乡村旅游-景区
ID850,ID51,0.4997858828731317,景点-景区
ID914,ID51,0.5392738286803987,景点-景区
ID447,ID52,0.5463046533305864,特色餐饮-乡村旅游
ID548,ID52,0.4850617084427778,景区-乡村旅游
ID632,ID52,0.49661884658411737,酒店-乡村旅游
ID896,ID52,0.47861563753465547,酒店-乡村旅游
ID344,ID53,0.7650957245440062,景点-景区
ID415,ID53,0.6413475990420157,特色餐饮-景区
ID447,ID53,0.5811580509874501,特色餐饮-景区
ID548,ID53,0.5326223106120117,景区-景区
ID697,ID53,0.4972568488059304,景点-景区
ID740,ID53,0.5371654488126505,乡村旅游-景区
ID31,ID54,0.685699775898744,景区-景区
ID35,ID54,0.78396637070214,酒店-景区
ID208,ID54,0.5459052851605178,景区-景区
ID414,ID54,0.7359798870767116,特色餐饮-景区
ID426,ID54,0.549080615719565,景点-景区
ID447,ID54,0.6369017450605983,特色餐饮-景区
ID548,ID54,0.5491904989964917,景区-景区
ID879,ID54,0.5339505513895189,景区-景区
ID663,ID55,0.5557378412692846,景区-景点
ID721,ID55,0.5033368732448475,乡村旅游-景点
ID447,ID56,0.5803279860550907,特色餐饮-景区
ID548,ID56,0.5065392120470993,景区-景区
ID752,ID56,0.5495362773840227,景点-景区
ID447,ID57,0.6174309896253366,特色餐饮-景区
ID548,ID57,0.5378123383062501,景区-景区
ID874,ID57,0.5239524524959505,特色餐饮-景区
ID886,ID57,0.5042668127088401,景区-景区
ID200,ID58,0.7999468836239302,景区-景区
ID663,ID58,0.5147312775860517,景区-景区
ID777,ID58,0.5358520717784121,特色餐饮-景区
ID83,ID59,0.8492593608809509,景区-酒店
ID908,ID59,0.5243115457553357,特色餐饮-酒店
ID388,ID60,0.761892650285854,景区-景区
ID447,ID60,0.5836030488277749,特色餐饮-景区
ID548,ID60,0.5192738989865244,景区-景区
ID746,ID60,0.46931037922242225,景点-景区
ID31,ID61,0.8531036232662457,景区-景区
ID208,ID61,0.5655220883286408,景区-景区
ID426,ID61,0.6101839712033693,景点-景区
ID447,ID61,0.6303874799540155,特色餐饮-景区
ID548,ID61,0.608023923617585,景区-景区
ID619,ID61,0.5521204567311402,景区-景区
ID823,ID61,0.5852827161997408,景点-景区
ID848,ID61,0.5650859465155156,景点-景区
ID879,ID61,0.5913885538063793,景区-景区
ID81,ID62,0.6160345260561776,景区-景区
ID447,ID62,0.6963918708838674,特色餐饮-景区
ID548,ID62,0.5796298961723239,景区-景区
ID478,ID63,0.5281571063386071,乡村旅游-景区
ID777,ID63,0.523932935319303,特色餐饮-景区
ID908,ID63,0.5183472431204864,特色餐饮-景区
ID663,ID64,0.48671923269343476,景区-景区
ID726,ID64,0.4974052254012583,景区-景区
ID158,ID65,0.7625149841241201,特色餐饮-景区
ID208,ID65,0.49070040861761216,景区-景区
ID344,ID65,0.7496275614693642,景点-景区
ID415,ID65,0.661622204406493,特色餐饮-景区
ID447,ID65,0.6114720735023271,特色餐饮-景区
ID542,ID65,0.54095654753524,酒店-景区
ID548,ID65,0.5430797596070711,景区-景区
ID598,ID65,0.5368517747238366,景区-景区
ID100,ID66,0.7186610944575845,景区-景区
ID344,ID66,0.7273874369652972,景点-景区
ID590,ID66,0.4412549134438831,景点-景区
ID848,ID66,0.4661389389766967,景点-景区
ID91,ID67,0.7348513001859104,景区-酒店
ID447,ID67,0.5611716747029519,特色餐饮-酒店
ID548,ID67,0.5213089946583308,景区-酒店
ID146,ID68,0.6481387841800373,景区-景区
ID208,ID68,0.5233911393904638,景区-景区
ID309,ID68,0.5912319299203275,景点-景区
ID414,ID68,0.8257240575526448,特色餐饮-景区
ID415,ID68,0.7095939958520227,特色餐饮-景区
ID447,ID68,0.6355600312155409,特色餐饮-景区
ID548,ID68,0.5448398439802088,景区-景区
ID697,ID68,0.5030248073299616,景点-景区
ID879,ID68,0.5388845783669001,景区-景区
ID663,ID69,0.5063650618486335,景区-景区
ID777,ID69,0.5031683124057539,特色餐饮-景区
ID809,ID69,0.5293260725986368,乡村旅游-景区
ID912,ID69,0.4741466935748355,景区-景区
ID447,ID70,0.525945316691222,特色餐饮-景区
ID548,ID70,0.47473089429239723,景区-景区
ID747,ID70,0.4616502411773495,乡村旅游-景区
ID667,ID71,0.4671739348912216,景点-景区
ID908,ID71,0.5062283404892074,特色餐饮-景区
ID299,ID72,0.5630448333558387,特色餐饮-乡村旅游
ID447,ID72,0.5617039217680166,特色餐饮-乡村旅游
ID548,ID72,0.4936128408221469,景区-乡村旅游
ID746,ID72,0.449754282977448,景点-乡村旅游
ID447,ID73,0.6328884679536408,特色餐饮-景区
ID548,ID73,0.5553813030725747,景区-景区
ID719,ID73,0.5446159559448727,景点-景区
ID731,ID73,0.538222519901588,景区-景区
ID447,ID74,0.5585067892909102,特色餐饮-景区
ID462,ID74,0.5433564166507987,乡村旅游-景区
ID548,ID74,0.5239160838767105,景区-景区
ID719,ID74,0.5059656590763795,景点-景区
ID176,ID75,0.5849317404126771,景区-乡村旅游
ID908,ID75,0.47246308356508654,特色餐饮-乡村旅游
ID422,ID76,0.5400977139794882,酒店-景区
ID447,ID76,0.6073316053821022,特色餐饮-景区
ID548,ID76,0.5443549479814149,景区-景区
ID697,ID76,0.5005077222493983,景点-景区
ID848,ID76,0.555421142639946,景点-景区
ID280,ID77,0.6348280508620078,景点-景区
ID414,ID77,0.8035024590902281,特色餐饮-景区
ID447,ID77,0.6468120381250655,特色餐饮-景区
ID548,ID77,0.6250400993447747,景区-景区
ID720,ID77,0.6261349904929705,景区-景区
ID291,ID78,0.6190652530485641,景区-景区
ID380,ID78,0.7216376639399233,景点-景区
ID447,ID78,0.6255911855873812,特色餐饮-景区
ID548,ID78,0.5825953627696376,景区-景区
ID146,ID79,0.5421577520489009,景区-景区
ID168,ID79,0.5989160541024223,景区-景区
ID414,ID79,0.715465939807632,特色餐饮-景区
ID415,ID79,0.6119200767167239,特色餐饮-景区
ID447,ID79,0.6304660089266283,特色餐饮-景区
ID450,ID79,0.5499450422513092,乡村旅游-景区
ID540,ID79,0.5638326107870637,景区-景区
ID548,ID79,0.560912276877914,景区-景区
ID616,ID79,0.5480378707247865,酒店-景区
ID639,ID79,0.5374277388299522,特色餐饮-景区
ID641,ID79,0.5520934718063171,特色餐饮-景区
ID719,ID79,0.5400522314714549,景点-景区
ID291,ID80,0.582790902676582,景区-乡村旅游
ID447,ID80,0.599399668356789,特色餐饮-乡村旅游
ID475,ID80,0.5325746921582536,景区-乡村旅游
ID548,ID80,0.5325385795505178,景区-乡村旅游
ID287,ID81,0.5884890325058869,景区-景区
ID447,ID81,0.6014604371503129,特色餐饮-景区
ID548,ID81,0.5203910084016721,景区-景区
ID100,ID82,0.7060096033293786,景区-景区
ID447,ID82,0.626305189398964,特色餐饮-景区
ID548,ID82,0.5478489155936987,景区-景区
ID757,ID82,0.4731641673775891,景点-景区
ID848,ID82,0.5501800064191786,景点-景区
ID174,ID83,0.8287286434440393,景区-景区
ID344,ID83,0.8089210963020522,景点-景区
ID414,ID83,0.7390633935811894,特色餐饮-景区
ID415,ID83,0.6892732117386591,特色餐饮-景区
ID447,ID83,0.5836566697663335,特色餐饮-景区
ID487,ID83,0.5986342545375536,乡村旅游-景区
ID548,ID83,0.582403809018917,景区-景区
ID697,ID83,0.5232178914229626,景点-景区
ID100,ID84,0.664048548976311,景区-景区
ID116,ID84,0.7747277268717068,景区-景区
ID146,ID84,0.6813653367752318,景区-景区
ID414,ID84,0.8136435571876535,特色餐饮-景区
ID848,ID84,0.5347443286110434,景点-景区
ID414,ID85,0.7628343883976432,特色餐饮-景区
ID447,ID85,0.6074348118316102,特色餐饮-景区
ID548,ID85,0.6114523207865747,景区-景区
ID551,ID85,0.616730812595745,景点-景区
ID746,ID85,0.5603173913357905,景点-景区
ID100,ID86,0.6774699203046508,景区-酒店
ID223,ID86,0.44498784744707287,景区-酒店
ID848,ID86,0.4342591882469173,景点-酒店
ID401,ID87,0.7502521335036061,酒店-酒店
ID447,ID87,0.6023491608616107,特色餐饮-酒店
ID546,ID87,0.5103819358851077,乡村旅游-酒店
ID548,ID87,0.5465895299141241,景区-酒店
ID767,ID87,0.5868976214984785,景点-酒店
ID344,ID88,0.8022119555571959,景点-景点
ID447,ID88,0.5456540829838911,特色餐饮-景点
ID548,ID88,0.48581859362983865,景区-景点
ID613,ID88,0.5620647527928628,酒店-景点
ID697,ID88,0.40746918894745704,景点-景点
ID100,ID89,0.6116433975403441,景区-乡村旅游
ID848,ID89,0.49407876073898915,景点-乡村旅游
ID918,ID89,0.49380247658511883,景区-乡村旅游
ID146,ID90,0.7342071497383305,景区-景点
ID291,ID90,0.6077843643565792,景区-景点
ID426,ID90,0.6375229310536347,景点-景点
ID506,ID90,0.5276465173046844,景区-景点
ID750,ID90,0.589295818477628,乡村旅游-景点
ID886,ID90,0.5296002847102378,景区-景点
ID900,ID90,0.55017204094405,景区-景点
ID100,ID91,0.5852057113212346,景区-景区
ID208,ID91,0.6129588658654355,景区-景区
ID344,ID91,0.7233265196957551,景点-景区
ID447,ID91,0.6588735514523019,特色餐饮-景区
ID460,ID91,0.6053814806199715,民宿-景区
ID548,ID91,0.6400181148061311,景区-景区
ID619,ID91,0.6216981100273073,景区-景区
ID669,ID91,0.628002310554372,景区-景区
ID719,ID91,0.6220564892953291,景点-景区
ID848,ID91,0.6024962871848112,景点-景区
ID44,ID92,0.731725473388601,景区-景区
ID47,ID92,0.7266150166585278,景区-景区
ID146,ID92,0.6175979114058952,景区-景区
ID227,ID92,0.5983566455040659,特色餐饮-景区
ID291,ID92,0.6593734922217569,景区-景区
ID401,ID92,0.6465860642493353,酒店-景区
ID414,ID92,0.6733134456597192,特色餐饮-景区
ID447,ID92,0.620714541593425,特色餐饮-景区
ID480,ID92,0.6727103514872061,景点-景区
ID487,ID92,0.6711364293570405,乡村旅游-景区
ID533,ID92,0.7110112488745091,乡村旅游-景区
ID748,ID92,0.669353072543254,景点-景区
ID809,ID92,0.685725225496888,乡村旅游-景区
ID886,ID92,0.6228296792479371,景区-景区
ID908,ID92,0.6658409495959099,特色餐饮-景区
ID620,ID93,0.6137614686456129,酒店-景区
ID146,ID94,0.6674713611964921,景区-景区
ID245,ID94,0.7864000734807599,景区-景区
ID291,ID94,0.736777553090125,景区-景区
ID414,ID94,0.7019465589961997,特色餐饮-景区
ID920,ID94,0.5869915867504889,特色餐饮-景区
ID279,ID95,0.6622902037907057,景点-景区
ID625,ID95,0.5752271288762345,景点-景区
ID809,ID95,0.5746226380734913,乡村旅游-景区
ID202,ID96,0.5975607475663686,景区-景区
ID487,ID96,0.5962950502357565,乡村旅游-景区
ID625,ID96,0.5730766092063386,景点-景区
ID325,ID97,0.4695447404149965,景区-景区
ID719,ID97,0.4931748448068902,景点-景区
ID809,ID97,0.5554083957778645,乡村旅游-景区
ID208,ID98,0.5132990702951248,景区-景区
ID374,ID98,0.5858481795306196,酒店-景区
ID487,ID98,0.5865374067626634,乡村旅游-景区
ID625,ID98,0.5443958459607289,景点-景区
ID697,ID98,0.4516062837795592,景点-景区
ID909,ID99,0.5567529958452033,景区-景区
ID208,ID100,0.5258291084262353,景区-景区
ID697,ID100,0.4313120359241019,景点-景区
ID719,ID100,0.5052189339803127,景点-景区
ID730,ID100,0.6440628279252512,乡村旅游-景区
ID119,ID101,0.7568052854375571,景区-景区
ID162,ID102,0.8689402103412369,景区-景区
ID344,ID102,0.7724198586597564,景点-景区
ID635,ID102,0.5821432194481952,景点-景区
ID697,ID102,0.4980333580868062,景点-景区
ID719,ID102,0.5568765809018247,景点-景区
ID697,ID103,0.48764650846427604,景点-景区
ID719,ID103,0.5308679824210879,景点-景区
ID863,ID103,0.5591618609216125,景点-景区
ID136,ID104,0.8730030754023592,乡村旅游-乡村旅游
ID487,ID104,0.5904576122258842,乡村旅游-乡村旅游
ID547,ID104,0.49958678173579835,景点-乡村旅游
ID697,ID104,0.46168336472397786,景点-乡村旅游
ID640,ID105,0.5567834724175968,特色餐饮-特色餐饮
ID114,ID106,0.8191213841096063,景区-景区
ID146,ID106,0.7410087318283847,景区-景区
ID362,ID107,0.5099492815634621,景点-特色餐饮
ID809,ID107,0.5654587565859238,乡村旅游-特色餐饮
ID51,ID108,0.6042657887453726,景区-景区
ID719,ID108,0.4968110183380986,景点-景区
ID809,ID108,0.5802873386225521,乡村旅游-景区
ID56,ID109,0.6556102124412451,景区-景点
ID208,ID109,0.5032739389294021,景区-景点
ID344,ID109,0.8136773081515571,景点-景点
ID401,ID109,0.7299773525344309,酒店-景点
ID582,ID109,0.5150312739825658,景区-景点
ID809,ID109,0.5501868599712936,乡村旅游-景点
ID146,ID110,0.6833087399001001,景区-景区
ID210,ID110,0.5633068257637337,特色餐饮-景区
ID291,ID110,0.655146131443845,景区-景区
ID344,ID110,0.7807183613636939,景点-景区
ID414,ID110,0.7745607496920723,特色餐饮-景区
ID714,ID110,0.6414520433843651,景区-景区
ID888,ID110,0.5866898816637882,景区-景区
ID146,ID111,0.718968421816378,景区-景区
ID164,ID111,0.7802978132514322,景点-景区
ID719,ID111,0.5463023192478835,景点-景区
ID809,ID111,0.5703806459696578,乡村旅游-景区
ID344,ID112,0.8141559609585025,景点-景区
ID880,ID112,0.5574897201492907,景区-景区
ID254,ID113,0.6045268282349775,酒店-景区
ID622,ID113,0.5974168109394753,酒店-景区
ID719,ID113,0.5863744969989308,景点-景区
ID886,ID113,0.5765841614374283,景区-景区
ID104,ID114,0.6688508954636685,乡村旅游-景区
ID146,ID114,0.5853273308059084,景区-景区
ID208,ID114,0.6820249534342877,景区-景区
ID291,ID114,0.8304154609050166,景区-景区
ID344,ID114,0.6618460120439531,景点-景区
ID607,ID114,0.617259438774223,酒店-景区
ID719,ID114,0.6084768658634458,景点-景区
ID456,ID115,0.5417420930973744,景区-景区
ID719,ID115,0.5356053087199086,景点-景区
ID146,ID116,0.71691367848683,景区-景区
ID201,ID116,0.8687720210053302,特色餐饮-景区
ID663,ID116,0.6324396903862954,景区-景区
ID684,ID116,0.6513352818362335,景区-景区
ID56,ID117,0.7006976959030746,景区-酒店
ID401,ID117,0.6732642456389231,酒店-酒店
ID841,ID117,0.5673200183313443,景点-酒店
ID879,ID117,0.6038166442990204,景区-酒店
ID378,ID118,0.7254873628301094,景区-民宿
ID401,ID118,0.6937122242255961,酒店-民宿
ID415,ID118,0.6812158953071303,特色餐饮-民宿
ID596,ID118,0.6581762328273597,景点-民宿
ID886,ID118,0.5243308705970025,景区-民宿
ID900,ID118,0.5488667797903892,景区-民宿
ID344,ID119,0.7040980232850618,景点-景区
ID415,ID119,0.6690072259270146,特色餐饮-景区
ID625,ID119,0.7283119430885637,景点-景区
ID634,ID119,0.6581014267285643,特色餐饮-景区
ID719,ID119,0.6635654452672398,景点-景区
ID809,ID119,0.6940383863104107,乡村旅游-景区
ID853,ID119,0.6642550113336312,景区-景区
ID886,ID119,0.6724752648979455,景区-景区
ID677,ID120,0.5462055907163239,景点-文创
ID325,ID121,0.5189075028032831,景区-景区
ID421,ID121,0.5859300886611083,景区-景区
ID719,ID121,0.5189798105816226,景点-景区
ID20,ID122,0.6471979443828666,酒店-景区
ID31,ID122,0.7222041378791514,景区-景区
ID146,ID122,0.7955546026377388,景区-景区
ID177,ID122,0.6877630221629729,景区-景区
ID357,ID122,0.6592981278620671,景区-景区
ID401,ID122,0.6373776974343418,酒店-景区
ID415,ID122,0.6980091478053146,特色餐饮-景区
ID426,ID122,0.6511747287219478,景点-景区
ID447,ID122,0.6492018831076752,特色餐饮-景区
ID487,ID122,0.6377667876323259,乡村旅游-景区
ID548,ID122,0.6446744646004754,景区-景区
ID719,ID122,0.6238030592593784,景点-景区
ID720,ID122,0.6554918246889002,景区-景区
ID735,ID122,0.5879713704774777,乡村旅游-景区
ID848,ID122,0.6153699398479968,景点-景区
ID146,ID123,0.7890382983244929,景区-景区
ID236,ID123,0.6206790876526076,景区-景区
ID344,ID123,0.8078184548468866,景点-景区
ID353,ID123,0.761383437717638,景区-景区
ID146,ID124,0.8272012779599157,景区-景区
ID313,ID124,0.6619845816166376,景区-景区
ID809,ID124,0.5791209493657935,乡村旅游-景区
ID208,ID125,0.5588949332630778,景区-景点
ID625,ID125,0.6276995129759458,景点-景点
ID735,ID125,0.5181120533135313,乡村旅游-景点
ID809,ID125,0.6196885047117484,乡村旅游-景点
ID848,ID125,0.5598555517557859,景点-景点
ID899,ID125,0.5608305613184555,民宿-景点
ID136,ID126,0.7384844034702573,乡村旅游-景区
ID461,ID126,0.6026035147734912,景点-景区
ID636,ID126,0.6004338705877914,特色餐饮-景区
